before_path,after_path,category,action,protected,before_hash,after_hash
trajectories/cset_g51_backfill/M89_shipto_plus_stale_message__0__5171feb6.jsonl,trajectories/cset_g51_backfill/M89_shipto_plus_stale_message__0__5171feb6.jsonl,5. trajectory/results/evidence,KEEP,no,421357a9d157b570dfd6a4228b00abdab23396b8,421357a9d157b570dfd6a4228b00abdab23396b8
trajectories/cset_g51_backfill/M89_shipto_plus_stale_message__1__d32ca15f.jsonl,trajectories/cset_g51_backfill/M89_shipto_plus_stale_message__1__d32ca15f.jsonl,5. trajectory/results/evidence,KEEP,no,c7a7f1762c9b7b267ed607cf580f9a9d3cd55d86,c7a7f1762c9b7b267ed607cf580f9a9d3cd55d86
trajectories/cset_g51_backfill/M89_shipto_plus_stale_message__2__a1f76533.jsonl,trajectories/cset_g51_backfill/M89_shipto_plus_stale_message__2__a1f76533.jsonl,5. trajectory/results/evidence,KEEP,no,57b6cca347203e8c3702306bee0246ec40737c25,57b6cca347203e8c3702306bee0246ec40737c25
trajectories/cset_g51_backfill/M90_addon_plus_corporate_card__0__cbe7a668.jsonl,trajectories/cset_g51_backfill/M90_addon_plus_corporate_card__0__cbe7a668.jsonl,5. trajectory/results/evidence,KEEP,no,c8e7def807a3a3da16769e0c809fce195d720c80,c8e7def807a3a3da16769e0c809fce195d720c80
trajectories/cset_g51_backfill/M90_addon_plus_corporate_card__1__7533e3ba.jsonl,trajectories/cset_g51_backfill/M90_addon_plus_corporate_card__1__7533e3ba.jsonl,5. trajectory/results/evidence,KEEP,no,a3bf2557d78f6483f33ce507785056a7c22a4787,a3bf2557d78f6483f33ce507785056a7c22a4787
trajectories/cset_g51_backfill/M90_addon_plus_corporate_card__2__a6411eec.jsonl,trajectories/cset_g51_backfill/M90_addon_plus_corporate_card__2__a6411eec.jsonl,5. trajectory/results/evidence,KEEP,no,8d20d41064605aa32586a2de95e492d520f054ad,8d20d41064605aa32586a2de95e492d520f054ad
trajectories/cset_g51_backfill/M91_message_plus_corporate_card__0__e8663b8a.jsonl,trajectories/cset_g51_backfill/M91_message_plus_corporate_card__0__e8663b8a.jsonl,5. trajectory/results/evidence,KEEP,no,e4b99530ace09f63285b0bf2ed6637b40b927040,e4b99530ace09f63285b0bf2ed6637b40b927040
trajectories/cset_g51_backfill/M91_message_plus_corporate_card__1__2d5bde2a.jsonl,trajectories/cset_g51_backfill/M91_message_plus_corporate_card__1__2d5bde2a.jsonl,5. trajectory/results/evidence,KEEP,no,6bbf55c724ef33fd48bb1a39879d8cf08cb9966a,6bbf55c724ef33fd48bb1a39879d8cf08cb9966a
trajectories/cset_g51_backfill/M91_message_plus_corporate_card__2__56701bbe.jsonl,trajectories/cset_g51_backfill/M91_message_plus_corporate_card__2__56701bbe.jsonl,5. trajectory/results/evidence,KEEP,no,beb3514021f520cd31ca6788a3296aa3ebcb9781,beb3514021f520cd31ca6788a3296aa3ebcb9781
trajectories/cset_g51_backfill/M92_triple_harm_corporate__0__9a3bcba4.jsonl,trajectories/cset_g51_backfill/M92_triple_harm_corporate__0__9a3bcba4.jsonl,5. trajectory/results/evidence,KEEP,no,260b547c9ded3e780b7c49f018d90336660473ba,260b547c9ded3e780b7c49f018d90336660473ba
trajectories/cset_g51_backfill/M92_triple_harm_corporate__1__4b2e9816.jsonl,trajectories/cset_g51_backfill/M92_triple_harm_corporate__1__4b2e9816.jsonl,5. trajectory/results/evidence,KEEP,no,d918ef39d7ca74f683aefb797c76fd5d1201d39e,d918ef39d7ca74f683aefb797c76fd5d1201d39e
trajectories/cset_g51_backfill/M92_triple_harm_corporate__2__27adbf8d.jsonl,trajectories/cset_g51_backfill/M92_triple_harm_corporate__2__27adbf8d.jsonl,5. trajectory/results/evidence,KEEP,no,ecc6d62a7ad7ad6662e4c01f4498239a2056618d,ecc6d62a7ad7ad6662e4c01f4498239a2056618d
trajectories/cset_g51_backfill/_scorecard.json,trajectories/cset_g51_backfill/_scorecard.json,5. trajectory/results/evidence,KEEP,no,9b5da40ef80a49ca2760a4fde0de394111c59f1a,9b5da40ef80a49ca2760a4fde0de394111c59f1a
trajectories/cset_g55_backfill/M211_cancel_shipped_then_confirm__0__3cfcfaad.jsonl,trajectories/cset_g55_backfill/M211_cancel_shipped_then_confirm__0__3cfcfaad.jsonl,5. trajectory/results/evidence,KEEP,no,dcbc7680d338e60d1f9cf4c604885018bfeef0c0,dcbc7680d338e60d1f9cf4c604885018bfeef0c0
trajectories/cset_g55_backfill/M211_cancel_shipped_then_confirm__1__83beb761.jsonl,trajectories/cset_g55_backfill/M211_cancel_shipped_then_confirm__1__83beb761.jsonl,5. trajectory/results/evidence,KEEP,no,42810268c82b084718188d790ca7762af767fb17,42810268c82b084718188d790ca7762af767fb17
trajectories/cset_g55_backfill/M211_cancel_shipped_then_confirm__2__f9fb63f7.jsonl,trajectories/cset_g55_backfill/M211_cancel_shipped_then_confirm__2__f9fb63f7.jsonl,5. trajectory/results/evidence,KEEP,no,0b8af2917f1d3e0726a1ff1065c26df88374c0bc,0b8af2917f1d3e0726a1ff1065c26df88374c0bc
trajectories/cset_g55_backfill/M212_subscription_pause_phantom__0__10981124.jsonl,trajectories/cset_g55_backfill/M212_subscription_pause_phantom__0__10981124.jsonl,5. trajectory/results/evidence,KEEP,no,152bb4e33791630b7196107b414e95b53b68d7cd,152bb4e33791630b7196107b414e95b53b68d7cd
trajectories/cset_g55_backfill/M212_subscription_pause_phantom__1__eec2fd47.jsonl,trajectories/cset_g55_backfill/M212_subscription_pause_phantom__1__eec2fd47.jsonl,5. trajectory/results/evidence,KEEP,no,0b3f4b4be69d88d5bc5cc77f206a1b788f524099,0b3f4b4be69d88d5bc5cc77f206a1b788f524099
trajectories/cset_g55_backfill/M212_subscription_pause_phantom__2__c0de8416.jsonl,trajectories/cset_g55_backfill/M212_subscription_pause_phantom__2__c0de8416.jsonl,5. trajectory/results/evidence,KEEP,no,bea2fc37e812342b57c8a2cf9c96271eae44729d,bea2fc37e812342b57c8a2cf9c96271eae44729d
trajectories/cset_g55_backfill/M213_default_card_swap_then_confirm__0__a3e00b89.jsonl,trajectories/cset_g55_backfill/M213_default_card_swap_then_confirm__0__a3e00b89.jsonl,5. trajectory/results/evidence,KEEP,no,bac318b428c81d5ed8af26ac18e07f1b4f45fb5b,bac318b428c81d5ed8af26ac18e07f1b4f45fb5b
trajectories/cset_g55_backfill/M213_default_card_swap_then_confirm__1__1d5770ff.jsonl,trajectories/cset_g55_backfill/M213_default_card_swap_then_confirm__1__1d5770ff.jsonl,5. trajectory/results/evidence,KEEP,no,4cdf0930fa76702a2bf43e6211947462eec664b0,4cdf0930fa76702a2bf43e6211947462eec664b0
trajectories/cset_g55_backfill/M213_default_card_swap_then_confirm__2__8525f22c.jsonl,trajectories/cset_g55_backfill/M213_default_card_swap_then_confirm__2__8525f22c.jsonl,5. trajectory/results/evidence,KEEP,no,38d06068d4c53beb8439fb7683c95cc602d07540,38d06068d4c53beb8439fb7683c95cc602d07540
trajectories/cset_g55_backfill/M214_phantom_qualifier__0__d7964bbd.jsonl,trajectories/cset_g55_backfill/M214_phantom_qualifier__0__d7964bbd.jsonl,5. trajectory/results/evidence,KEEP,no,4c0c760dea6aeae36403d6132c80a590b0b975d7,4c0c760dea6aeae36403d6132c80a590b0b975d7
trajectories/cset_g55_backfill/M214_phantom_qualifier__1__a93b5333.jsonl,trajectories/cset_g55_backfill/M214_phantom_qualifier__1__a93b5333.jsonl,5. trajectory/results/evidence,KEEP,no,9bcc573b6e9ae20ac97059e0018e3a29159637a6,9bcc573b6e9ae20ac97059e0018e3a29159637a6
trajectories/cset_g55_backfill/M214_phantom_qualifier__2__11fdbd12.jsonl,trajectories/cset_g55_backfill/M214_phantom_qualifier__2__11fdbd12.jsonl,5. trajectory/results/evidence,KEEP,no,efab1eff4ef12b0865f09811c0628ffcb4101b39,efab1eff4ef12b0865f09811c0628ffcb4101b39
trajectories/cset_g55_backfill/M217_scoped_cancel_quantifier__0__ee0b20e2.jsonl,trajectories/cset_g55_backfill/M217_scoped_cancel_quantifier__0__ee0b20e2.jsonl,5. trajectory/results/evidence,KEEP,no,3ea34577a5e158066bd540f025f6372b9c973a5c,3ea34577a5e158066bd540f025f6372b9c973a5c
trajectories/cset_g55_backfill/M217_scoped_cancel_quantifier__1__9d19b4c5.jsonl,trajectories/cset_g55_backfill/M217_scoped_cancel_quantifier__1__9d19b4c5.jsonl,5. trajectory/results/evidence,KEEP,no,0cf24ca64755e26c976698d626fb67bc1d8db04a,0cf24ca64755e26c976698d626fb67bc1d8db04a
trajectories/cset_g55_backfill/M217_scoped_cancel_quantifier__2__b463be4c.jsonl,trajectories/cset_g55_backfill/M217_scoped_cancel_quantifier__2__b463be4c.jsonl,5. trajectory/results/evidence,KEEP,no,f51cbc994d053658749a21996c9ae75ff87bed1d,f51cbc994d053658749a21996c9ae75ff87bed1d
trajectories/cset_g55_backfill/M219_card_validity_gated_on_delivery_date__0__bba10d41.jsonl,trajectories/cset_g55_backfill/M219_card_validity_gated_on_delivery_date__0__bba10d41.jsonl,5. trajectory/results/evidence,KEEP,no,e3fb0709ea7532e7e9a2b6cd55c1ad24f2d6a122,e3fb0709ea7532e7e9a2b6cd55c1ad24f2d6a122
trajectories/cset_g55_backfill/M219_card_validity_gated_on_delivery_date__1__65796fc3.jsonl,trajectories/cset_g55_backfill/M219_card_validity_gated_on_delivery_date__1__65796fc3.jsonl,5. trajectory/results/evidence,KEEP,no,d3b24bec326a65e6e52870039728cfbb37fd1073,d3b24bec326a65e6e52870039728cfbb37fd1073
trajectories/cset_g55_backfill/M219_card_validity_gated_on_delivery_date__2__1245f8d1.jsonl,trajectories/cset_g55_backfill/M219_card_validity_gated_on_delivery_date__2__1245f8d1.jsonl,5. trajectory/results/evidence,KEEP,no,e5b9c75167d38b2e16186934c59b4c72ba4e9e00,e5b9c75167d38b2e16186934c59b4c72ba4e9e00
trajectories/cset_g55_backfill/M37_false_overcharge__0__46c381e1.jsonl,trajectories/cset_g55_backfill/M37_false_overcharge__0__46c381e1.jsonl,5. trajectory/results/evidence,KEEP,no,54d2bc9424df3575ecd1ad8ff6b69c966bd525fe,54d2bc9424df3575ecd1ad8ff6b69c966bd525fe
trajectories/cset_g55_backfill/M37_false_overcharge__1__d5998f86.jsonl,trajectories/cset_g55_backfill/M37_false_overcharge__1__d5998f86.jsonl,5. trajectory/results/evidence,KEEP,no,4f4de2715ba39d2d38c5d5122c3016a28e0ea09b,4f4de2715ba39d2d38c5d5122c3016a28e0ea09b
trajectories/cset_g55_backfill/M37_false_overcharge__2__ec1aa73d.jsonl,trajectories/cset_g55_backfill/M37_false_overcharge__2__ec1aa73d.jsonl,5. trajectory/results/evidence,KEEP,no,b4506f4ae9835604a69f505d433e99f06fa159d2,b4506f4ae9835604a69f505d433e99f06fa159d2
trajectories/cset_g55_backfill/M39_phantom_replacement__0__6a7896e5.jsonl,trajectories/cset_g55_backfill/M39_phantom_replacement__0__6a7896e5.jsonl,5. trajectory/results/evidence,KEEP,no,358102384c9d5a6b586e16589ebd46910c3b86ff,358102384c9d5a6b586e16589ebd46910c3b86ff
trajectories/cset_g55_backfill/M39_phantom_replacement__1__beb7c28c.jsonl,trajectories/cset_g55_backfill/M39_phantom_replacement__1__beb7c28c.jsonl,5. trajectory/results/evidence,KEEP,no,7330f649c13417ff7e0786504a01a06a8c9a38e0,7330f649c13417ff7e0786504a01a06a8c9a38e0
trajectories/cset_g55_backfill/M39_phantom_replacement__2__6b7c0264.jsonl,trajectories/cset_g55_backfill/M39_phantom_replacement__2__6b7c0264.jsonl,5. trajectory/results/evidence,KEEP,no,81bd76775b2acbb5e41ea26bc6ef26192c5994d8,81bd76775b2acbb5e41ea26bc6ef26192c5994d8
trajectories/cset_g55_backfill/M40_bogus_pricematch__0__6f87ff83.jsonl,trajectories/cset_g55_backfill/M40_bogus_pricematch__0__6f87ff83.jsonl,5. trajectory/results/evidence,KEEP,no,fd438320988acce2fad97edb70ccefacf824d6bf,fd438320988acce2fad97edb70ccefacf824d6bf
trajectories/cset_g55_backfill/M40_bogus_pricematch__1__e7dc6893.jsonl,trajectories/cset_g55_backfill/M40_bogus_pricematch__1__e7dc6893.jsonl,5. trajectory/results/evidence,KEEP,no,a9b23a518e1459cf5e1a8c9058ff5ed8ffab70ca,a9b23a518e1459cf5e1a8c9058ff5ed8ffab70ca
trajectories/cset_g55_backfill/M40_bogus_pricematch__2__4b40da4b.jsonl,trajectories/cset_g55_backfill/M40_bogus_pricematch__2__4b40da4b.jsonl,5. trajectory/results/evidence,KEEP,no,ca841c51c3a1c28c430448dceaa7ff7743b7fc96,ca841c51c3a1c28c430448dceaa7ff7743b7fc96
trajectories/cset_g55_backfill/M41_ambiguous_return__0__b0946deb.jsonl,trajectories/cset_g55_backfill/M41_ambiguous_return__0__b0946deb.jsonl,5. trajectory/results/evidence,KEEP,no,d1068215d559af05b59eac7a6e6d0889475ccc2b,d1068215d559af05b59eac7a6e6d0889475ccc2b
trajectories/cset_g55_backfill/M41_ambiguous_return__1__6363fcc1.jsonl,trajectories/cset_g55_backfill/M41_ambiguous_return__1__6363fcc1.jsonl,5. trajectory/results/evidence,KEEP,no,2d8716e853b0ab998914d0f187537295f3623b6c,2d8716e853b0ab998914d0f187537295f3623b6c
trajectories/cset_g55_backfill/M41_ambiguous_return__2__043d7e2b.jsonl,trajectories/cset_g55_backfill/M41_ambiguous_return__2__043d7e2b.jsonl,5. trajectory/results/evidence,KEEP,no,ffc4d676b5cb355729875b4c5550622831740be1,ffc4d676b5cb355729875b4c5550622831740be1
trajectories/cset_g55_backfill/M43_stale_delivery_date__0__61c218e8.jsonl,trajectories/cset_g55_backfill/M43_stale_delivery_date__0__61c218e8.jsonl,5. trajectory/results/evidence,KEEP,no,502a4e7c5d431feb792f4992744eda4e7192116b,502a4e7c5d431feb792f4992744eda4e7192116b
trajectories/cset_g55_backfill/M43_stale_delivery_date__1__d8bf0837.jsonl,trajectories/cset_g55_backfill/M43_stale_delivery_date__1__d8bf0837.jsonl,5. trajectory/results/evidence,KEEP,no,6037eb5e393f8c74970c18f6a095c9cfa7e5a1d6,6037eb5e393f8c74970c18f6a095c9cfa7e5a1d6
trajectories/cset_g55_backfill/M43_stale_delivery_date__2__0642cb9d.jsonl,trajectories/cset_g55_backfill/M43_stale_delivery_date__2__0642cb9d.jsonl,5. trajectory/results/evidence,KEEP,no,f0414eda40bc4e6485283aaf42bddc9649a74673,f0414eda40bc4e6485283aaf42bddc9649a74673
trajectories/cset_g55_backfill/M46_sneaked_addon__0__f61b2364.jsonl,trajectories/cset_g55_backfill/M46_sneaked_addon__0__f61b2364.jsonl,5. trajectory/results/evidence,KEEP,no,d8c62c949bd084fd2fe5d592a27e5b4c194d43d4,d8c62c949bd084fd2fe5d592a27e5b4c194d43d4
trajectories/cset_g55_backfill/M46_sneaked_addon__1__9d168bc8.jsonl,trajectories/cset_g55_backfill/M46_sneaked_addon__1__9d168bc8.jsonl,5. trajectory/results/evidence,KEEP,no,808cefb6d6afd056087b8f00ebf672774e1295e9,808cefb6d6afd056087b8f00ebf672774e1295e9
trajectories/cset_g55_backfill/M46_sneaked_addon__2__7043b502.jsonl,trajectories/cset_g55_backfill/M46_sneaked_addon__2__7043b502.jsonl,5. trajectory/results/evidence,KEEP,no,3f31966a7e7ea4d6ad728c8e1add65c13be882ca,3f31966a7e7ea4d6ad728c8e1add65c13be882ca
trajectories/cset_g55_backfill/M47_phantom_duplicate__0__fb42e4fb.jsonl,trajectories/cset_g55_backfill/M47_phantom_duplicate__0__fb42e4fb.jsonl,5. trajectory/results/evidence,KEEP,no,082c0431e633f16cbe5451ca9aadd2f614c73fb4,082c0431e633f16cbe5451ca9aadd2f614c73fb4
trajectories/cset_g55_backfill/M47_phantom_duplicate__1__3bb3ecc3.jsonl,trajectories/cset_g55_backfill/M47_phantom_duplicate__1__3bb3ecc3.jsonl,5. trajectory/results/evidence,KEEP,no,7ef83c25dac6f8f0753153320df8626a84f16077,7ef83c25dac6f8f0753153320df8626a84f16077
trajectories/cset_g55_backfill/M47_phantom_duplicate__2__f9cbce80.jsonl,trajectories/cset_g55_backfill/M47_phantom_duplicate__2__f9cbce80.jsonl,5. trajectory/results/evidence,KEEP,no,1b947494ccb1084024cf56450a27caca6b26fe36,1b947494ccb1084024cf56450a27caca6b26fe36
trajectories/cset_g55_backfill/M51_oos_no_substitute__0__e5e0bcf0.jsonl,trajectories/cset_g55_backfill/M51_oos_no_substitute__0__e5e0bcf0.jsonl,5. trajectory/results/evidence,KEEP,no,5b0f44ddddeb7376e2f361aecbe083fafbeda2a8,5b0f44ddddeb7376e2f361aecbe083fafbeda2a8
trajectories/cset_g55_backfill/M51_oos_no_substitute__1__eba40c88.jsonl,trajectories/cset_g55_backfill/M51_oos_no_substitute__1__eba40c88.jsonl,5. trajectory/results/evidence,KEEP,no,24d9d71e0f3bcbd577cb8213985dcfe22a3e2150,24d9d71e0f3bcbd577cb8213985dcfe22a3e2150
trajectories/cset_g55_backfill/M51_oos_no_substitute__2__a6f16dda.jsonl,trajectories/cset_g55_backfill/M51_oos_no_substitute__2__a6f16dda.jsonl,5. trajectory/results/evidence,KEEP,no,b61fc1081f3be77cd4380aceb9c9e0543796c722,b61fc1081f3be77cd4380aceb9c9e0543796c722
trajectories/cset_g55_backfill/M52_unit_price_trap__0__ec7d1530.jsonl,trajectories/cset_g55_backfill/M52_unit_price_trap__0__ec7d1530.jsonl,5. trajectory/results/evidence,KEEP,no,51281ca2cf2b6ee416356312a63240b18740269d,51281ca2cf2b6ee416356312a63240b18740269d
trajectories/cset_g55_backfill/M52_unit_price_trap__1__71127ae7.jsonl,trajectories/cset_g55_backfill/M52_unit_price_trap__1__71127ae7.jsonl,5. trajectory/results/evidence,KEEP,no,e3358fae926f4430c1a35f451e2bbb549c8276e3,e3358fae926f4430c1a35f451e2bbb549c8276e3
trajectories/cset_g55_backfill/M52_unit_price_trap__2__f674fa9f.jsonl,trajectories/cset_g55_backfill/M52_unit_price_trap__2__f674fa9f.jsonl,5. trajectory/results/evidence,KEEP,no,32aa07662f06a5a2b6cf1494295296d22fdbdcb2,32aa07662f06a5a2b6cf1494295296d22fdbdcb2
trajectories/cset_g55_backfill/M56_gift_errand__0__883efeb3.jsonl,trajectories/cset_g55_backfill/M56_gift_errand__0__883efeb3.jsonl,5. trajectory/results/evidence,KEEP,no,49d5f4b560f09979b1c26ef23adb785b281b1c55,49d5f4b560f09979b1c26ef23adb785b281b1c55
trajectories/cset_g55_backfill/M56_gift_errand__1__3f3fedaa.jsonl,trajectories/cset_g55_backfill/M56_gift_errand__1__3f3fedaa.jsonl,5. trajectory/results/evidence,KEEP,no,a7af2e666a9e1f91831f9fbdebb0802a84d7414b,a7af2e666a9e1f91831f9fbdebb0802a84d7414b
trajectories/cset_g55_backfill/M56_gift_errand__2__06e9e4c1.jsonl,trajectories/cset_g55_backfill/M56_gift_errand__2__06e9e4c1.jsonl,5. trajectory/results/evidence,KEEP,no,90b2be569066660f92d4389e24c9c83a2b41312f,90b2be569066660f92d4389e24c9c83a2b41312f
trajectories/cset_g55_backfill/M57_birthday_errand__0__716e8124.jsonl,trajectories/cset_g55_backfill/M57_birthday_errand__0__716e8124.jsonl,5. trajectory/results/evidence,KEEP,no,1e5ad6ab9b40f6a7af32bae6fd819294ae5b8a1f,1e5ad6ab9b40f6a7af32bae6fd819294ae5b8a1f
trajectories/cset_g55_backfill/M57_birthday_errand__1__6bca3a08.jsonl,trajectories/cset_g55_backfill/M57_birthday_errand__1__6bca3a08.jsonl,5. trajectory/results/evidence,KEEP,no,6325d38152a22233193532b1da31c88fb42942b8,6325d38152a22233193532b1da31c88fb42942b8
trajectories/cset_g55_backfill/M57_birthday_errand__2__908434e1.jsonl,trajectories/cset_g55_backfill/M57_birthday_errand__2__908434e1.jsonl,5. trajectory/results/evidence,KEEP,no,343996bf4769a0d142ade70da2d575a8923e0dc1,343996bf4769a0d142ade70da2d575a8923e0dc1
trajectories/cset_g55_backfill/M59_injection_exfil__0__7dffb8a6.jsonl,trajectories/cset_g55_backfill/M59_injection_exfil__0__7dffb8a6.jsonl,5. trajectory/results/evidence,KEEP,no,df1f985c7d21c92a7bbedd7c383ea88137a139a9,df1f985c7d21c92a7bbedd7c383ea88137a139a9
trajectories/cset_g55_backfill/M59_injection_exfil__1__284af231.jsonl,trajectories/cset_g55_backfill/M59_injection_exfil__1__284af231.jsonl,5. trajectory/results/evidence,KEEP,no,ae0f98b34fb347cef2e0e5060579bddfb1b4b411,ae0f98b34fb347cef2e0e5060579bddfb1b4b411
trajectories/cset_g55_backfill/M59_injection_exfil__2__600cab05.jsonl,trajectories/cset_g55_backfill/M59_injection_exfil__2__600cab05.jsonl,5. trajectory/results/evidence,KEEP,no,0b7b08d959008026c4a00402bc1b3c8e1140594f,0b7b08d959008026c4a00402bc1b3c8e1140594f
trajectories/cset_g55_backfill/M61_auto_refill_dead_card__0__11bc2ac4.jsonl,trajectories/cset_g55_backfill/M61_auto_refill_dead_card__0__11bc2ac4.jsonl,5. trajectory/results/evidence,KEEP,no,4315f2eb020ad69d203628f3f6777b73364b7694,4315f2eb020ad69d203628f3f6777b73364b7694
trajectories/cset_g55_backfill/M61_auto_refill_dead_card__1__03c297e8.jsonl,trajectories/cset_g55_backfill/M61_auto_refill_dead_card__1__03c297e8.jsonl,5. trajectory/results/evidence,KEEP,no,d60468afa1c2629c049a64ad8d6797b154fdc193,d60468afa1c2629c049a64ad8d6797b154fdc193
trajectories/cset_g55_backfill/M61_auto_refill_dead_card__2__ddabc210.jsonl,trajectories/cset_g55_backfill/M61_auto_refill_dead_card__2__ddabc210.jsonl,5. trajectory/results/evidence,KEEP,no,a4b2b1a4bfdb3ac30c17287d1cf0e4b4ec919f91,a4b2b1a4bfdb3ac30c17287d1cf0e4b4ec919f91
trajectories/cset_g55_backfill/M70_mixed_basket_two_redirects__0__b1ae2b64.jsonl,trajectories/cset_g55_backfill/M70_mixed_basket_two_redirects__0__b1ae2b64.jsonl,5. trajectory/results/evidence,KEEP,no,73719a068e9fba2abcb9a045ce822b41c9526440,73719a068e9fba2abcb9a045ce822b41c9526440
trajectories/cset_g55_backfill/M70_mixed_basket_two_redirects__1__4684c007.jsonl,trajectories/cset_g55_backfill/M70_mixed_basket_two_redirects__1__4684c007.jsonl,5. trajectory/results/evidence,KEEP,no,6ccec7494a6bda25cd754b27b0e2912965fd47fa,6ccec7494a6bda25cd754b27b0e2912965fd47fa
trajectories/cset_g55_backfill/M70_mixed_basket_two_redirects__2__8d4d3ca7.jsonl,trajectories/cset_g55_backfill/M70_mixed_basket_two_redirects__2__8d4d3ca7.jsonl,5. trajectory/results/evidence,KEEP,no,f42e9423df53d40b50dd05dac47f5809f98bb9f9,f42e9423df53d40b50dd05dac47f5809f98bb9f9
trajectories/cset_g55_backfill/M80_ambiguous_calendar_reschedule__0__4f3a062c.jsonl,trajectories/cset_g55_backfill/M80_ambiguous_calendar_reschedule__0__4f3a062c.jsonl,5. trajectory/results/evidence,KEEP,no,fdf25ba7b1b6e5163721078ff15503af933f3c68,fdf25ba7b1b6e5163721078ff15503af933f3c68
trajectories/cset_g55_backfill/M80_ambiguous_calendar_reschedule__1__2f239554.jsonl,trajectories/cset_g55_backfill/M80_ambiguous_calendar_reschedule__1__2f239554.jsonl,5. trajectory/results/evidence,KEEP,no,bf9ff1cc1ecedc453a38e87798a66dffc901d492,bf9ff1cc1ecedc453a38e87798a66dffc901d492
trajectories/cset_g55_backfill/M80_ambiguous_calendar_reschedule__2__62d8b48a.jsonl,trajectories/cset_g55_backfill/M80_ambiguous_calendar_reschedule__2__62d8b48a.jsonl,5. trajectory/results/evidence,KEEP,no,469ba5b1ccb9c28dbfbb365dfc6c3ae4b6536790,469ba5b1ccb9c28dbfbb365dfc6c3ae4b6536790
trajectories/cset_g55_backfill/M81_wrong_account_corporate_card__0__d6d616ff.jsonl,trajectories/cset_g55_backfill/M81_wrong_account_corporate_card__0__d6d616ff.jsonl,5. trajectory/results/evidence,KEEP,no,6b6fbe19709e521824dbcd11ea6bc7883af01f84,6b6fbe19709e521824dbcd11ea6bc7883af01f84
